#####################################################################
# Alchemist log file - simulation started at: 2019-09-15T15:34+0000 #
#####################################################################
# Seed = 12.0, Algorithm = smav
#
# The columns have the following meaning: 
# time 3-coverage 2-coverage 1-coverage distance 
0.0 NaN NaN NaN 0.0 
1.0005590746559656 NaN NaN NaN 0.0 
2.000559074655966 NaN NaN NaN 5.00000000000001 
3.000559074655966 NaN NaN NaN 4.999999999999993 
4.000559074655966 NaN NaN NaN 3.818331676717767 
5.000559074655966 NaN NaN NaN 4.3881221192892905 
6.000559074655966 NaN NaN NaN 4.999999999999998 
7.000559074655966 NaN NaN NaN 4.645782347173296 
8.000559074655966 NaN NaN NaN 4.648434647674157 
9.000559074655966 NaN NaN NaN 4.654107779324708 
10.000559074655966 NaN NaN NaN 4.649916206788163 
11.000559074655966 NaN NaN NaN 5.000000000000008 
12.000559074655966 NaN NaN NaN 4.543046159784926 
13.000559074655966 NaN NaN NaN 4.5702708643483545 
14.000559074655966 NaN NaN NaN 5.000000000000004 
15.000559074655966 NaN NaN NaN 4.351114929188972 
16.000559074655968 NaN NaN NaN 4.192038563653788 
17.000559074655968 NaN NaN NaN 5.000000000000009 
18.000559074655968 NaN NaN NaN 4.618590572163617 
19.000559074655968 NaN NaN NaN 4.171211862085019 
20.000559074655968 NaN NaN NaN 4.886488945791459 
21.000559074655968 NaN NaN NaN 4.811703438311884 
22.000559074655968 NaN NaN NaN 4.9644649924486695 
23.000559074655968 NaN NaN NaN 4.682542713509133 
24.000559074655968 NaN NaN NaN 4.999999999999981 
25.000559074655968 NaN NaN NaN 4.740124867138731 
26.000559074655968 NaN NaN NaN 4.9999999999999885 
27.000559074655968 NaN NaN NaN 4.999999999999996 
28.000559074655968 NaN NaN NaN 4.235527357372388 
29.000559074655968 NaN NaN NaN 4.578454198078053 
30.000559074655968 NaN NaN NaN 5.000000000000016 
31.000559074655968 NaN NaN NaN 4.768497507694706 
32.00055907465597 NaN NaN NaN 5.000000000000032 
33.00055907465597 NaN NaN NaN 3.50613444239917 
34.00055907465597 NaN NaN NaN 5.000000000000009 
35.00055907465597 NaN NaN NaN 4.521737047885496 
36.00055907465597 NaN NaN NaN 4.629234094669137 
37.00055907465597 NaN NaN NaN 4.348081198851965 
38.00055907465597 NaN NaN NaN 4.646947728757082 
39.00055907465597 NaN NaN NaN 5.000000000000012 
40.00055907465597 NaN NaN NaN 5.000000000000025 
41.00055907465597 NaN NaN NaN 4.539441057855019 
42.00055907465597 NaN NaN NaN 4.999999999999999 
43.00055907465597 NaN NaN NaN 4.97891045612011 
44.00055907465597 NaN NaN NaN 4.628586151043411 
45.00055907465597 NaN NaN NaN 5.0 
46.00055907465597 NaN NaN NaN 4.696368890506621 
47.00055907465597 NaN NaN NaN 4.999999999999971 
48.00055907465597 NaN NaN NaN 4.867467803742888 
49.00055907465597 NaN NaN NaN 4.708521802526837 
50.00055907465597 NaN NaN NaN 4.750645774368925 
51.00055907465597 NaN NaN NaN 4.809870691597864 
